code,parent_code,name
711.17,711.1,"Arthropathy associated with Reiter's disease and nonspecific urethritis, ankle and foot"
716.50,716.5,"Unspecified polyarthropathy or polyarthritis, site unspecified"
712.13,712.1,"Chondrocalcinosis, due to dicalcium phosphate crystals, forearm"
999.80,999.8,"Transfusion reaction, unspecified"
346.43,346.4,"Menstrual migraine, with intractable migraine, so stated, with status migrainosus"
863.90,863.9,"Injury to gastrointestinal tract, unspecified site, with open wound into cavity"
943.51,943.5,"Deep necrosis of underlying tissues [deep third degree) with loss of a body part, of forearm"
383.22,383.2,Chronic petrositis
814.01,814.0,Closed fracture of navicular [scaphoid] bone of wrist
E922.8,E922,Accident caused by other specified firearm missile
789.31,789.3,"Abdominal or pelvic swelling, mass, or lump, right upper quadrant"
V72.60,V72.6,"Laboratory examination, unspecified"
077.99,077.9,Unspecified diseases of conjunctiva due to viruses
520-529.99,520-579.99,"DISEASES OF ORAL CAVITY, SALIVARY GLANDS, AND JAWS"
744.09,744.0,Other anomalies of ear causing impairment of hearing
637.92,637.9,"Unspecified abortion, without mention of complication, complete"
755.21,755.2,Transverse deficiency of upper limb
745.12,745.1,Corrected transposition of great vessels
590.00,590.0,Chronic pyelonephritis without lesion of renal medullary necrosis
531.41,531.4,"Chronic or unspecified gastric ulcer with hemorrhage, with obstruction"
E905,E900-E909.9,Venomous animals and plants as the cause of poisoning and toxic reactions
099.55,099.5,"Other venereal diseases due to chlamydia trachomatis, unspecified genitourinary site"
800.69,800.6,"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified"
756.10,756.1,"Anomaly of spine, unspecified"
941.13,941.1,Erythema [first degree] of lip(s)
795.81,795.8,Elevated carcinoembryonic antigen [CEA]
803.33,803.3,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
702.19,702.1,Other seborrheic keratosis
E919.8,E919,Accidents caused by other specified machinery
711.57,711.5,"Arthropathy associated with other viral diseases, ankle and foot"
368.11,368.1,Sudden visual loss
378.72,378.7,Progressive external ophthalmoplegia
206.11,206.1,"Chronic monocytic leukemia, in remission"
804.13,804.1,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
E876.2,E876,Failure in suture and ligature during surgical operation
011.35,011.3,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
625.70,625.7,"Vulvodynia, unspecified"
379.06,379.0,Brawny scleritis
812.02,812.0,Closed fracture of anatomical neck of humerus
209.02,209.0,Malignant carcinoid tumor of the jejunum
845.01,845.0,"Sprain of deltoid (ligament), ankle"
002.2,002,Paratyphoid fever B
002.1,002,Paratyphoid fever A
002.0,002,Typhoid fever
002.3,002,Paratyphoid fever C
002.9,002,"Paratyphoid fever, unspecified"
511.89,511.8,"Other specified forms of effusion, except tuberculous"
727.65,727.6,Nontraumatic rupture of quadriceps tendon
755.24,755.2,"Longitudinal deficiency, humeral, complete or partial (with or without distal deficiencies, incomplete)"
366.5,366,After-cataract
366.4,366,Cataract associated with other disorders
366.9,366,Unspecified cataract
366.3,366,Cataract secondary to ocular disorders
366.8,366,Other cataract
366.2,366,Traumatic cataract
366.1,366,Senile cataract
366.0,366,"Infantile, juvenile, and presenile cataract"
E937.8,E937,Other sedatives and hypnotics causing adverse effects in therapeutic use
673.12,673.1,"Amniotic fluid embolism, delivered, with mention of postpartum complication"
E907,E900-E909.9,Accident due to lightning
732.5,732,Juvenile osteochondrosis of foot
732.8,732,Other specified forms of osteochondropathy
732.4,732,"Juvenile osteochondrosis of lower extremity, excluding foot"
732.1,732,Juvenile osteochondrosis of hip and pelvis
732.7,732,Osteochondritis dissecans
732.2,732,Nontraumatic slipped upper femoral epiphysis
732.6,732,Other juvenile osteochondrosis
732.0,732,Juvenile osteochondrosis of spine
732.3,732,Juvenile osteochondrosis of upper extremity
732.9,732,Unspecified osteochondropathy
276.61,276.6,Transfusion associated circulatory overload
715.13,715.1,"Osteoarthrosis, localized, primary, forearm"
360.59,360.5,"Intraocular foreign body, magnetic, in other or multiple sites"
524.02,524.0,"Major anomalies of jaw size, mandibular hyperplasia"
E807.2,E807,Railway accident of unspecified nature injuring pedestrian
V02.60,V02.6,"Viral hepatitis carrier, unspecified"
V76.12,V76.1,Other screening mammogram
482.32,482.3,"Pneumonia due to Streptococcus, group B"
414.04,414.0,Coronary atherosclerosis of artery bypass graft
362.24,362.2,"Retinopathy of prematurity, stage 2"
801.93,801.9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
295.50,295.5,"Latent schizophrenia, unspecified"
274.11,274.1,Uric acid nephrolithiasis
806.31,806.3,Open fracture of T1-T6 level with complete lesion of cord
200.17,200.1,"Lymphosarcoma, spleen"
362.54,362.5,"Macular cyst, hole, or pseudohole"
041.85,041.8,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms"
V10.48,V10.4,Personal history of malignant neoplasm of epididymis
770.87,770.8,Respiratory arrest of newborn
902.52,902.5,Injury to hypogastric vein
665.40,665.4,"High vaginal laceration, unspecified as to episode of care or not applicable"
873.23,873.2,"Open wound of nasal sinus, without mention of complication"
365.11,365.1,Primary open angle glaucoma
032.3,032,Laryngeal diphtheria
032.1,032,Nasopharyngeal diphtheria
032.8,032,Other specified diphtheria
032.2,032,Anterior nasal diphtheria
032.9,032,"Diphtheria, unspecified"
032.0,032,Faucial diphtheria
995.0,995,Other anaphylactic reaction
995.1,995,"Angioneurotic edema, not elsewhere classified"
995.7,995,"Other adverse food reactions, not elsewhere classified"
995.8,995,"Other specified adverse effects, not elsewhere classified"
995.9,995,Systemic inflammatory response syndrome (SIRS)
995.2,995,"Other and unspecified adverse effect of drug, medicinal and biological substance"
995.5,995,Child maltreatment syndrome
995.3,995,"Allergy, unspecified, not elsewhere classified"
995.4,995,"Shock due to anesthesia, not elsewhere classified"
995.6,995,Anaphylactic reaction due to food
634.11,634.1,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, incomplete"
755.27,755.2,"Longitudinal deficiency, ulnar, complete or partial (with or without distal deficiencies, incomplete)"
236.9,236,Neoplasm of uncertain behavior of other and unspecified urinary organs
236.0,236,Neoplasm of uncertain behavior of uterus
236.6,236,Neoplasm of uncertain behavior of other and unspecified male genital organs
236.4,236,Neoplasm of uncertain behavior of testis
236.1,236,Neoplasm of uncertain behavior of placenta
236.5,236,Neoplasm of uncertain behavior of prostate
236.3,236,Neoplasm of uncertain behavior of other and unspecified female genital organs
236.2,236,Neoplasm of uncertain behavior of ovary
236.7,236,Neoplasm of uncertain behavior of bladder
948.94,948.9,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 40-49%"
451.83,451.8,Phlebitis and thrombophlebitis of deep veins of upper extremities
860.0,860,Traumatic pneumothorax without mention of open wound into thorax
860.1,860,Traumatic pneumothorax with open wound into thorax
860.5,860,Traumatic pneumohemothorax with open wound into thorax
860.4,860,Traumatic pneumohemothorax without mention of open wound into thorax
860.2,860,Traumatic hemothorax without mention of open wound into thorax
860.3,860,Traumatic hemothorax with open wound into thorax
404.02,404.0,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease"
993.0,993,"Barotrauma, otitic"
993.9,993,Unspecified effect of air pressure
993.2,993,Other and unspecified effects of high altitude
993.8,993,Other specified effects of air pressure
993.1,993,"Barotrauma, sinus"
993.3,993,Caisson disease
993.4,993,Effects of air pressure caused by explosion
771.83,771.8,Bacteremia of newborn
881.10,881.1,"Open wound of forearm, complicated"
E905.2,E905,Scorpion sting causing poisoning and toxic reactions
535.01,535.0,"Acute gastritis, with hemorrhage"
883.2,883,"Open wound of finger(s), with tendon involvement"
883.0,883,"Open wound of finger(s), without mention of complication"
883.1,883,"Open wound of finger(s), complicated"
E908,E900-E909.9,"Accident due to cataclysmic storms, and floods resulting from storms"
665.20,665.2,"Inversion of uterus, unspecified as to episode of care or not applicable"
E947.8,E947,Other drugs and medicinal substances causing adverse effects in therapeutic use
944.10,944.1,"Erythema [first degree] of hand, unspecified site"
658.90,658.9,"Unspecified problem associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable"
094.85,094.8,Syphilitic retrobulbar neuritis
228.03,228.0,Hemangioma of retina
646.12,646.1,"Edema or excessive weight gain in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication"
198.7,198,Secondary malignant neoplasm of adrenal gland
198.5,198,Secondary malignant neoplasm of bone and bone marrow
198.8,198,Secondary malignant neoplasm of other specified sites
198.2,198,Secondary malignant neoplasm of skin
198.6,198,Secondary malignant neoplasm of ovary
198.1,198,Secondary malignant neoplasm of other urinary organs
198.3,198,Secondary malignant neoplasm of brain and spinal cord
198.0,198,Secondary malignant neoplasm of kidney
198.4,198,Secondary malignant neoplasm of other parts of nervous system
839.00,839.0,"Closed dislocation, cervical vertebra, unspecified"
200.06,200.0,"Reticulosarcoma, intrapelvic lymph nodes"
608.89,608.8,Other specified disorders of male genital organs
534.90,534.9,"Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction"
102.9,102,"Yaws, unspecified"
102.0,102,Initial lesions of yaws
102.6,102,Bone and joint lesions due to yaws
102.2,102,Other early skin lesions of yaws
102.7,102,Other manifestations of yaws
102.1,102,Multiple papillomata due to yaws and wet crab yaws
102.4,102,Gummata and ulcers due to yaws
102.5,102,Gangosa
102.8,102,Latent yaws
102.3,102,Hyperkeratosis due to yaws
524.57,524.5,Lack of posterior occlusal support
833.13,833.1,Open dislocation of midcarpal (joint)
E924,E916-E928.9,"Accident caused by hot substance or object, caustic or corrosive material, and steam"
441.00,441.0,"Dissection of aorta, unspecified site"
209.14,209.1,Malignant carcinoid tumor of the transverse colon
813.01,813.0,Closed fracture of olecranon process of ulna
429.79,429.7,"Certain sequelae of myocardial infarction, not elsewhere classified, other"
282.45,282.4,Delta-beta thalassemia
648.14,648.1,"Thyroid dysfunction of mother, postpartum condition or complication"
654.34,654.3,"Retroverted and incarcerated gravid uterus, postpartum condition or complication"
637.90,637.9,"Unspecified abortion, without mention of complication, unspecified"
902.82,902.8,Injury to ovarian vein
533.00,533.0,"Acute peptic ulcer of unspecified site with hemorrhage, without mention of obstruction"
E950.5,E950,Suicide and self-inflicted poisoning by unspecified drug or medicinal substance
996.66,996.6,Infection and inflammatory reaction due to internal joint prosthesis
364.63,364.6,Primary cyst of pars plana
209.62,209.6,Benign carcinoid tumor of the thymus
E820.0,E820,Nontraffic accident involving motor-driven snow vehicle injuring driver of motor vehicle other than motorcycle
814.11,814.1,Open fracture of navicular [scaphoid] bone of wrist
209.24,209.2,Malignant carcinoid tumor of the kidney
E012.0,E012,Activities involving knitting and crocheting
366.44,366.4,Cataract associated with other syndromes
372.04,372.0,Pseudomembranous conjunctivitis
315.09,315.0,Other specific developmental reading disorder
201.97,201.9,"Hodgkin's disease, unspecified type, spleen"
668.00,668.0,"Pulmonary complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
E853.1,E853,Accidental poisoning by butyrophenone-based tranquilizers
621.35,621.3,Endometrial intraepithelial neoplasia [EIN]
E817,E810-E819.9,Noncollision motor vehicle traffic accident while boarding or alighting
202.97,202.9,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen"
041.02,041.0,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group B"
853.13,853.1,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
V85.53,V85.5,"Body Mass Index, pediatric, 85th percentile to less than 95th percentile for age"
825.21,825.2,Closed fracture of astragalus
015.92,015.9,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)"
727.49,727.4,"Other ganglion and cyst of synovium, tendon, and bursa"
635.30,635.3,"Legally induced abortion, complicated by renal failure,unspecified"
765.25,765.2,29-30 completed weeks of gestation
173.50,173.5,"Unspecified malignant neoplasm of skin of trunk, except scrotum"
011.32,011.3,"Tuberculosis of bronchus, bacteriological or histological examination unknown (at present)"
459.89,459.8,Other specified disorders of circulatory system
524.35,524.3,Rotation of tooth/teeth
872.61,872.6,"Open wound of ear drum, without mention of complication"
999.33,999.3,Local infection due to central venous catheter
058.1,058,Roseola infantum
058.2,058,Other human herpesvirus encephalitis
058.8,058,Other human herpesvirus infections
429.81,429.8,Other disorders of papillary muscle
996.86,996.8,Complications of transplanted pancreas
377.41,377.4,Ischemic optic neuropathy
038.1,038,Staphylococcal septicemia
038.9,038,Unspecified septicemia
038.3,038,Septicemia due to anaerobes
038.4,038,Septicemia due to other gram-negative organisms
038.8,038,Other specified septicemias
038.2,038,Pneumococcal septicemia [Streptococcus pneumoniae septicemia]
038.0,038,Streptococcal septicemia
346.02,346.0,"Migraine with aura, without mention of intractable migraine with status migrainosus"
451.82,451.8,Phlebitis and thrombophlebitis of superficial veins of upper extremities
E010.1,E010,"Activity involving push-ups, pull-ups, sit-ups"
642.72,642.7,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with mention of postpartum complication"
V86,V86-V86.99,Estrogen receptor status
V82,V70-V82.99,Special screening for other conditions
V88,V88-V88.99,Acquired absence of other organs and tissue
V87,V87-V87.99,Other specified personal exposures and history presenting hazards to health
V84,V83-V84.99,Genetic susceptibility to disease
V81,V70-V82.99,"Special screening for cardiovascular, respiratory, and genitourinary diseases"
V83,V83-V84.99,Genetic carrier status
V89,V89-V89.99,Other suspected conditions not found
V80,V70-V82.99,"Special screening for neurological, eye, and ear diseases"
V85,V85-V85.99,Body mass index [BMI]
597.89,597.8,Other urethritis
523.24,523.2,"Gingival recession, localized"
377.13,377.1,Optic atrophy associated with retinal dystrophies
780.39,780.3,Other convulsions
719.57,719.5,"Stiffness of joint, not elsewhere classified, ankle and foot"
804.46,804.4,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
730.13,730.1,"Chronic osteomyelitis, forearm"
362.70,362.7,"Hereditary retinal dystrophy, unspecified"
634.31,634.3,"Spontaneous abortion, complicated by renal failure, incomplete"
948.55,948.5,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 50-59%"
656.63,656.6,"Excessive fetal growth, affecting management of mother, antepartum condition or complication"
719.61,719.6,"Other symptoms referable to joint, shoulder region"
E825.0,E825,Other motor vehicle nontraffic accident of other and unspecified nature injuring driver of motor vehicle other than motorcycle
749.12,749.1,"Cleft lip, unilateral, incomplete"
363.20,363.2,"Chorioretinitis, unspecified"
282.63,282.6,Sickle-cell/Hb-C disease without crisis
804.89,804.8,"Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with concussion, unspecified"
E010.3,E010,Activity involving pilates
651.23,651.2,"Quadruplet pregnancy, antepartum condition or complication"
862.22,862.2,Injury to esophagus without mention of open wound into cavity
305.20,305.2,"Cannabis abuse, unspecified"
369.14,369.1,Better eye: severe vision impairment; lesser eye: profound vision impairment
E982.1,E982,"Poisoning by other carbon monoxide, undetermined whether accidentally or purposely inflicted"
729.39,729.3,"Panniculitis, other site"
E006.2,E006,Activities involving golf
525.54,525.5,"Partial edentulism, class IV"
653.01,653.0,"Major abnormality of bony pelvis, not further specified, delivered, with or without mention of antepartum condition"
V37.00,V37.0,"Other multiple birth (three or more), unspecified whether mates liveborn or stillborn, born in hospital, delivered without mention of cesarean section"
852.23,852.2,"Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
365.10,365.1,"Open-angle glaucoma, unspecified"
036,030-041.99,Meningococcal infection
038,030-041.99,Septicemia
033,030-041.99,Whooping cough
030,030-041.99,Leprosy
039,030-041.99,Actinomycotic infections
034,030-041.99,Streptococcal sore throat and scarlet fever
035,030-041.99,Erysipelas
032,030-041.99,Diphtheria
031,030-041.99,Diseases due to other mycobacteria
037,030-041.99,Tetanus
804.06,804.0,"Closed fractures involving skull of face with other bones, without mention of intracranial injury, with loss of consciousness of unspecified duration"
765.12,765.1,"Other preterm infants, 500-749 grams"
358.00,358.0,Myasthenia gravis without (acute) exacerbation
295.05,295.0,"Simple type schizophrenia, in remission"
073.9,073,"Ornithosis, unspecified"
073.0,073,Ornithosis with pneumonia
073.8,073,Ornithosis with unspecified complication
073.7,073,Ornithosis with other specified complications
717.82,717.8,Old disruption of medial collateral ligament
158.0,158,Malignant neoplasm of retroperitoneum
158.8,158,Malignant neoplasm of specified parts of peritoneum
158.9,158,"Malignant neoplasm of peritoneum, unspecified"
466.19,466.1,Acute bronchiolitis due to other infectious organisms
363.32,363.3,Other macular scars
V76.89,V76.8,Special screening for other malignant neoplasms
676.13,676.1,"Cracked nipple associated with childbirth, antepartum condition or complication"
593.81,593.8,Vascular disorders of kidney
642.74,642.7,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, postpartum condition or complication"
714.89,714.8,Other specified inflammatory polyarthropathies
746.81,746.8,Subaortic stenosis
008.69,008.6,Enteritis due to other viral enteritis
200.63,200.6,"Anaplastic large cell lymphoma, intra-abdominal lymph nodes"
377.24,377.2,Pseudopapilledema
618.7,618,Old laceration of muscles of pelvic floor
618.8,618,Other specified genital prolapse
618.1,618,Uterine prolapse without mention of vaginal wall prolapse
618.6,618,"Vaginal enterocele, congenital or acquired"
618.9,618,Unspecified genital prolapse
618.5,618,Prolapse of vaginal vault after hysterectomy
618.0,618,Prolapse of vaginal walls without mention of uterine prolapse
618.2,618,"Uterovaginal prolapse, incomplete"
618.4,618,"Uterovaginal prolapse, unspecified"
618.3,618,"Uterovaginal prolapse, complete"
764-779.99,760-779.99,OTHER CONDITIONS ORIGINATING IN THE PERINATAL PERIOD
997.62,997.6,Infection (chronic) of amputation stump
008.03,008.0,Intestinal infection due to enteroinvasive E. coli
637.82,637.8,"Unspecified abortion, with unspecified complication, complete"
E811.8,E811,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring other specified person
711.48,711.4,"Arthropathy associated with other bacterial diseases, other specified sites"
E814.1,E814,Motor vehicle traffic accident involving collision with pedestrian injuring passenger in motor vehicle other than motorcycle
015.65,015.6,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
E942.7,E942,"Antivaricose drugs, including sclerosing agents, causing adverse effects in therapeutic use"
E885.0,E885,Fall from (nonmotorized) scooter
716.26,716.2,"Allergic arthritis, lower leg"
366.51,366.5,Soemmering's ring
519.1,519,"Other diseases of trachea and bronchus, not elsewhere classified"
519.4,519,Disorders of diaphragm
519.2,519,Mediastinitis
519.0,519,Tracheostomy complications
519.9,519,Unspecified disease of respiratory system
519.8,519,"Other diseases of respiratory system, not elsewhere classified"
519.3,519,"Other diseases of mediastinum, not elsewhere classified"
718.19,718.1,"Loose body in joint, multiple sites"
550.12,550.1,"Inguinal hernia, with obstruction, without mention of gangrene, bilateral (not specified as recurrent)"
579.8,579,Other specified intestinal malabsorption
579.2,579,Blind loop syndrome
579.9,579,Unspecified intestinal malabsorption
579.3,579,Other and unspecified postsurgical nonabsorption
579.4,579,Pancreatic steatorrhea
579.1,579,Tropical sprue
579.0,579,Celiac disease
016.91,016.9,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done"
369.22,369.2,Better eye: severe vision impairment; lesser eye: severe vision impairment
780.95,780.9,"Excessive crying of child, adolescent, or adult"
671.33,671.3,"Deep phlebothrombosis, antepartum, antepartum condition or complication"
805.11,805.1,Open fracture of first cervical vertebra
V12.00,V12.0,Personal history of unspecified infectious and parasitic disease
E837.0,E837,"Explosion, fire, or burning in watercraft injuring occupant of small boat, unpowered"
054.42,054.4,Dendritic keratitis
V02.59,V02.5,Carrier or suspected carrier of other specified bacterial diseases
304.32,304.3,"Cannabis dependence, episodic"
204.22,204.2,"Subacute lymphoid leukemia, in relapse"
715.25,715.2,"Osteoarthrosis, localized, secondary, pelvic region and thigh"
707.24,707.2,"Pressure ulcer, stage IV"
707.20,707.2,"Pressure ulcer, unspecified stage"
804.36,804.3,"Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
765.19,765.1,"Other preterm infants, 2,500 grams and over"
647.14,647.1,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
789.60,789.6,"Abdominal tenderness, unspecified site"
799.29,799.2,Other signs and symptoms involving emotional state
716.58,716.5,"Unspecified polyarthropathy or polyarthritis, other specified sites"
660.33,660.3,"Deep transverse arrest and persistent occipitoposterior position, antepartum condition or complication"
E928.0,E928,Prolonged stay in weightless environment
E814.2,E814,Motor vehicle traffic accident involving collision with pedestrian injuring motorcyclist
653.71,653.7,"Other fetal abnormality causing disproportion, delivered, with or without mention of antepartum condition"
202.83,202.8,"Other malignant lymphomas, intra-abdominal lymph nodes"
707.02,707.0,"Pressure ulcer, upper back"
E983.1,E983,"Suffocation by plastic bag, undetermined whether accidentally or purposely inflicted"
209.41,209.4,Benign carcinoid tumor of the duodenum
337.01,337.0,Carotid sinus syndrome
783.22,783.2,Underweight
250.73,250.7,"Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled"
E988.8,E988,"Injury by other specified means, undetermined whether accidentally or purposely inflicted"
364.01,364.0,Primary iridocyclitis
834.11,834.1,Open dislocation of metacarpophalangeal (joint)
376.21,376.2,Thyrotoxic exophthalmos
374.44,374.4,Sensory disorders of eyelid
763.89,763.8,Other specified complications of labor and delivery affecting fetus or newborn
362.42,362.4,Serous detachment of retinal pigment epithelium
386.31,386.3,Serous labyrinthitis
410.31,410.3,"Acute myocardial infarction of inferoposterior wall, initial episode of care"
287.49,287.4,Other secondary thrombocytopenia
E923.1,E923,Accident caused by blasting materials
371.42,371.4,Recurrent erosion of cornea
673.14,673.1,"Amniotic fluid embolism, postpartum condition or complication"
E955.6,E955,Suicide and self-inflicted injury by air gun
635.60,635.6,"Legally induced abortion, complicated by embolism, unspecified"
078.12,078.1,Plantar wart
790.94,790.9,Euthyroid sick syndrome
636.52,636.5,"Illegally induced abortion, complicated by shock, complete"
744.42,744.4,Branchial cleft cyst
303.93,303.9,"Other and unspecified alcohol dependence, in remission"
865.01,865.0,"Injury to spleen without mention of open wound into cavity, hematoma without rupture of capsule"
V72.82,V72.8,Pre-operative respiratory examination
873.42,873.4,"Open wound of forehead, without mention of complication"
295.11,295.1,"Disorganized type schizophrenia, subchronic"
V01.83,V01.8,Contact with or exposure to escherichia coli (E. coli)
379.24,379.2,Other vitreous opacities
814.18,814.1,Open fracture of hamate [unciform] bone of wrist
054.12,054.1,Herpetic ulceration of vulva
013.00,013.0,"Tuberculous meningitis, unspecified"
796.70,796.7,Abnormal glandular Papanicolaou smear of anus
V64.41,V64.4,Laparoscopic surgical procedure converted to open procedure
662.03,662.0,"Prolonged first stage of labor, antepartum condition or complication"
414.06,414.0,Coronary atherosclerosis of native coronary artery of transplanted heart
V61.25,V61.2,Counseling for parent (guardian)-foster child problem
711.03,711.0,"Pyogenic arthritis, forearm"
E822.3,E822,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger on motorcycle
671.02,671.0,"Varicose veins of legs complicating pregnancy and the puerperium, delivered, with mention of postpartum complication"
995.61,995.6,Anaphylactic reaction due to peanuts
995.86,995.8,Malignant hyperthermia
008.04,008.0,Intestinal infection due to enterohemorrhagic E. coli
861.13,861.1,Laceration of heart with penetration of heart chambers with open wound into thorax
851.51,851.5,"Cerebellar or brain stem contusion with open intracranial wound, with no loss of consciousness"
154.2,154,Malignant neoplasm of anal canal
154.3,154,"Malignant neoplasm of anus, unspecified site"
154.0,154,Malignant neoplasm of rectosigmoid junction
154.1,154,Malignant neoplasm of rectum
154.8,154,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus"
673.32,673.3,"Obstetrical pyemic and septic embolism, delivered, with mention of postpartum complication"
945.52,945.5,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of foot"
580.9,580,Acute glomerulonephritis with unspecified pathological lesion in kidney
580.4,580,Acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis
580.8,580,Acute glomerulonephritis with other specified pathological lesion in kidney
580.0,580,Acute glomerulonephritis with lesion of proliferative glomerulonephritis
803.59,803.5,"Other open skull fracture without mention of intracranial injury, with concussion, unspecified"
296.14,296.1,"Manic affective disorder, recurrent episode, severe, specified as with psychotic behavior"
373.00,373.0,"Blepharitis, unspecified"
801.92,801.9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
216.0,216,Benign neoplasm of skin of lip
216.8,216,Benign neoplasm of other specified sites of skin
216.9,216,"Benign neoplasm of skin, site unspecified"
216.6,216,"Benign neoplasm of skin of upper limb, including shoulder"
216.7,216,"Benign neoplasm of skin of lower limb, including hip"
216.4,216,Benign neoplasm of scalp and skin of neck
216.1,216,"Benign neoplasm of eyelid, including canthus"
216.3,216,Benign neoplasm of skin of other and unspecified parts of face
216.5,216,"Benign neoplasm of skin of trunk, except scrotum"
216.2,216,Benign neoplasm of ear and external auditory canal
327.25,327.2,Congenital central alveolar hypoventilation syndrome
V61.04,V61.0,Family disruption due to parent-child estrangement
173.22,173.2,Squamous cell carcinoma of skin of ear and external auditory canal
795.04,795.0,Papanicolaou smear of cervix with high grade squamous intraepithelial lesion (HGSIL)
341.21,341.2,Acute (transverse) myelitis in conditions classified elsewhere
388.69,388.6,Other otorrhea
282.41,282.4,Sickle-cell thalassemia without crisis
363.8,363,Other disorders of choroid
363.6,363,Choroidal hemorrhage and rupture
363.0,363,Focal chorioretinitis and focal retinochoroiditis
363.3,363,Chorioretinal scars
363.4,363,Choroidal degenerations
363.2,363,Other and unspecified forms of chorioretinitis and retinochoroiditis
363.5,363,Hereditary choroidal dystrophies
363.7,363,Choroidal detachment
363.9,363,Unspecified disorder of choroid
363.1,363,Disseminated chorioretinitis and disseminated retinochoroiditis
802.21,802.2,"Closed fracture of mandible, condylar process"
204.80,204.8,"Other lymphoid leukemia, without mention of having achieved remission"
368.13,368.1,Visual discomfort
V53.31,V53.3,Fitting and adjustment of cardiac pacemaker
724.79,724.7,Other disorders of coccyx
E803.1,E803,"Railway accident involving explosion, fire, or burning injuring passenger on railway"
805.10,805.1,"Open fracture of cervical vertebra, unspecified level"
524.32,524.3,Excessive spacing of teeth
V23.41,V23.4,Pregnancy with history of pre-term labor
018.02,018.0,"Acute miliary tuberculosis, bacteriological or histological examination unknown (at present)"
E976,E970-E978.9,Injury due to legal intervention by unspecified means
339.89,339.8,Other headache syndromes
852.20,852.2,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
204.91,204.9,"Unspecified lymphoid leukemia, in remission"
635.22,635.2,"Legally induced abortion, complicated by damage to pelvic organs or tissues, complete"
781.0,781,Abnormal involuntary movements
781.9,781,Other symptoms involving nervous and musculoskeletal systems
781.2,781,Abnormality of gait
781.7,781,Tetany
781.8,781,Neurologic neglect syndrome
781.3,781,Lack of coordination
781.1,781,Disturbances of sensation of smell and taste
781.6,781,Meningismus
781.4,781,Transient paralysis of limb
781.5,781,Clubbing of fingers
362.02,362.0,Proliferative diabetic retinopathy
300.16,300.1,Factitious disorder with predominantly psychological signs and symptoms
V85.41,V85.4,"Body Mass Index 40.0-44.9, adult"
313.81,313.8,Oppositional defiant disorder
209.16,209.1,Malignant carcinoid tumor of the sigmoid colon
718.93,718.9,"Unspecified derangement of joint, forearm"
E914,E910-E915.9,Foreign body accidentally entering eye and adnexa
060.0,060,Sylvatic yellow fever
060.1,060,Urban yellow fever
060.9,060,"Yellow fever, unspecified"
658.13,658.1,"Premature rupture of membranes, antepartum condition or complication"
754.33,754.3,"Congenital subluxation of hip, bilateral"
537.3,537,Other obstruction of duodenum
537.9,537,Unspecified disorder of stomach and duodenum
